RIC,Date,Name
ABNd.AS,2022-12-31,ABN AMRO BANK ORD
ALFEN.AS,2022-12-31,ALFEN BEHEER ORD
OCI.AS,2022-12-31,OCI
WDPP.BR,2022-12-31,WDP-SICAFI REIT
FLOW.AS,2022-12-31,FLOW TRADERS ORD
FUGR.AS,2022-12-31,FUGRO NV ORD
TWKNc.AS,2022-12-31,TWENTSCHE KABEL ORD
ECMPA.AS,2022-12-31,EUROCOMMERCIAL PROPERTIES REIT
AALB.AS,2022-12-31,AALBERTS ORD
FAGRO.BR,2022-12-31,FAGRON
ASRNL.AS,2022-12-31,ARS NEDERLAND NV WHEN ISSUED
VLAN.AS,2023-12-31,VAN LANSCHOTKEMPEN NV ORD
AIRF.PA,2023-12-31,AIR FRANCE-KLM ORD
BFIT.AS,2023-12-31,BASIC FIT NV ORD
ALLFG.AS,2023-12-31,ALLFUNDS GROUP LTD ORD
SBMO.AS,2023-12-31,SBM OFFSHORE ORD
LIGHT.AS,2023-12-31,SIGNIFY NV ORD
GLPG.AS,2023-12-31,GALAPAGOS ORD
INPST.AS,2023-12-31,INPOST ORD SHS WHEN ISSUED
TKWY.AS,2023-12-31,JUST EAT TAKEAWAY.COM NV ORD
CTPNV.AS,2023-12-31,CTP NV ORD
APAM.AS,2023-12-31,APERAM ORD
CORB.AS,2023-12-31,CSM ORD
AMG.AS,2023-12-31,AMG ORD
ARDS.AS,2023-12-31,ARCADIS ORD
JDEP.AS,2023-12-31,JDE PEETS ORD
VOPA.AS,2023-12-31,VOPAK ORD
ALFEN.AS,2023-12-31,ALFEN BEHEER ORD
OCI.AS,2023-12-31,OCI
WDPP.BR,2023-12-31,WDP-SICAFI REIT
FLOW.AS,2023-12-31,FLOW TRADERS ORD
FUGR.AS,2023-12-31,FUGRO NV ORD
TWKNc.AS,2023-12-31,TWENTSCHE KABEL ORD
ECMPA.AS,2023-12-31,EUROCOMMERCIAL PROPERTIES REIT
AALB.AS,2023-12-31,AALBERTS ORD
FAGRO.BR,2023-12-31,FAGRON
VLAN.AS,2024-12-31,VAN LANSCHOTKEMPEN NV ORD
AIRF.PA,2024-12-31,AIR FRANCE-KLM ORD
BFIT.AS,2024-12-31,BASIC FIT NV ORD
ALLFG.AS,2024-12-31,ALLFUNDS GROUP LTD ORD
SBMO.AS,2024-12-31,SBM OFFSHORE ORD
LIGHT.AS,2024-12-31,SIGNIFY NV ORD
GLPG.AS,2024-12-31,GALAPAGOS ORD
INPST.AS,2024-12-31,INPOST ORD SHS WHEN ISSUED
TKWY.AS,2024-12-31,JUST EAT TAKEAWAY.COM NV ORD
CTPNV.AS,2024-12-31,CTP NV ORD
APAM.AS,2024-12-31,APERAM ORD
CORB.AS,2024-12-31,CSM ORD
AMG.AS,2024-12-31,AMG ORD
ARDS.AS,2024-12-31,ARCADIS ORD
JDEP.AS,2024-12-31,JDE PEETS ORD
VOPA.AS,2024-12-31,VOPAK ORD
ALFEN.AS,2024-12-31,ALFEN BEHEER ORD
OCI.AS,2024-12-31,OCI
WDPP.BR,2024-12-31,WDP-SICAFI REIT
FLOW.AS,2024-12-31,FLOW TRADERS ORD
FUGR.AS,2024-12-31,FUGRO NV ORD
TWKNc.AS,2024-12-31,TWENTSCHE KABEL ORD
ECMPA.AS,2024-12-31,EUROCOMMERCIAL PROPERTIES REIT
AALB.AS,2024-12-31,AALBERTS ORD
FAGRO.BR,2024-12-31,FAGRON
SALM.OL,2019-12-31,SALMAR ORD
GJFG.OL,2019-12-31,GJENSIDIGE ORD
SUBC.OL,2019-12-31,SUBSEA ORD
NEL.OL,2019-12-31,NEL ASA
NHY.OL,2019-12-31,NORSK HYDRO ORD
FRO.OL,2019-12-31,FRONTLINE ORD
BAKKA.OL,2019-12-31,BAKKAFROST ORD
TEL.OL,2019-12-31,TELENOR ORD
AKRBP.OL,2019-12-31,AKER BP ASA ORD
DNO.OL,2019-12-31,DNO ASA
AKER.OL,2019-12-31,AKER ORD
VENDA.OL,2019-12-31,SCHIBSTED ORD
YAR.OL,2019-12-31,YARA INTL ORD
NAS.OL,2019-12-31,NORWEGIAN AIR SHUTTLE ORD
EQNR.OL,2019-12-31,EQUINOR ORD
GOGL.OL^H25,2019-12-31,GOLDEN OCEAN GROUP LTD
TGS.OL,2019-12-31,TGS-NOPEC GEO ORD
TOM.OL,2019-12-31,TOMRA SYSTEMS ORD
STB.OL,2019-12-31,UNI STOREBRAND ORD
BWLPG.OL,2019-12-31,BW LPG ORD
LSG.OL,2019-12-31,LEROY SEAFOOD ORD
MOWI.OL,2019-12-31,MOWI ASA ORD
BWO.OL,2019-12-31,BW OFFSHORE ORD
ORK.OL,2019-12-31,ORKLA ORD
DNB.OL,2019-12-31,DNBNOR ORD
SALM.OL,2020-12-31,SALMAR ORD
GJFG.OL,2020-12-31,GJENSIDIGE ORD
SUBC.OL,2020-12-31,SUBSEA ORD
NEL.OL,2020-12-31,NEL ASA
NHY.OL,2020-12-31,NORSK HYDRO ORD
FRO.OL,2020-12-31,FRONTLINE ORD
BAKKA.OL,2020-12-31,BAKKAFROST ORD
TEL.OL,2020-12-31,TELENOR ORD
AKRBP.OL,2020-12-31,AKER BP ASA ORD
SCATC.OL,2020-12-31,SCATEC ASA ORD
DNO.OL,2020-12-31,DNO ASA
ENTRA.OL,2020-12-31,ENTRA ASA
AKER.OL,2020-12-31,AKER ORD
VENDA.OL,2020-12-31,SCHIBSTED ORD
YAR.OL,2020-12-31,YARA INTL ORD
EQNR.OL,2020-12-31,EQUINOR ORD
TGS.OL,2020-12-31,TGS-NOPEC GEO ORD
TOM.OL,2020-12-31,TOMRA SYSTEMS ORD
STB.OL,2020-12-31,UNI STOREBRAND ORD
BWLPG.OL,2020-12-31,BW LPG ORD
LSG.OL,2020-12-31,LEROY SEAFOOD ORD
MOWI.OL,2020-12-31,MOWI ASA ORD
BWO.OL,2020-12-31,BW OFFSHORE ORD
ORK.OL,2020-12-31,ORKLA ORD
DNB.OL,2020-12-31,DNBNOR ORD
SALM.OL,2021-12-31,SALMAR ORD
GJFG.OL,2021-12-31,GJENSIDIGE ORD
SUBC.OL,2021-12-31,SUBSEA ORD
NEL.OL,2021-12-31,NEL ASA
NHY.OL,2021-12-31,NORSK HYDRO ORD
FRO.OL,2021-12-31,FRONTLINE ORD
BAKKA.OL,2021-12-31,BAKKAFROST ORD
MPCC.OL,2021-12-31,MPC CONTAINER SHIPS AS ORD
TEL.OL,2021-12-31,TELENOR ORD
AKRBP.OL,2021-12-31,AKER BP ASA ORD
SCATC.OL,2021-12-31,SCATEC ASA ORD
RECSI.OL,2021-12-31,REC SILICON ASA
AKER.OL,2021-12-31,AKER ORD
VENDA.OL,2021-12-31,SCHIBSTED ORD
KAHOT.OL^A24,2021-12-31,KAHOOT! AS ORD
YAR.OL,2021-12-31,YARA INTL ORD
NOD.OL,2021-12-31,NORDIC VLSI ORD
EQNR.OL,2021-12-31,EQUINOR ORD
GOGL.OL^H25,2021-12-31,GOLDEN OCEAN GROUP LTD
TOM.OL,2021-12-31,TOMRA SYSTEMS ORD
STB.OL,2021-12-31,UNI STOREBRAND ORD
MOWI.OL,2021-12-31,MOWI ASA ORD
ORK.OL,2021-12-31,ORKLA ORD
ADEA.OL^F24,2021-12-31,ADEVINTA ASA ORD
DNB.OL,2021-12-31,DNB BANK ORD
SALM.OL,2022-12-31,SALMAR ORD
SUBC.OL,2022-12-31,SUBSEA ORD
NEL.OL,2022-12-31,NEL ASA
NHY.OL,2022-12-31,NORSK HYDRO ORD
FRO.OL,2022-12-31,FRONTLINE ORD
MPCC.OL,2022-12-31,MPC CONTAINER SHIPS AS ORD
TEL.OL,2022-12-31,TELENOR ORD
AKRBP.OL,2022-12-31,AKER BP ASA ORD
AUTO.OL,2022-12-31,AUTOSTORE HOLDINGS LTD ORD
RECSI.OL,2022-12-31,REC SILICON ASA
VENDA.OL,2022-12-31,SCHIBSTED ORD
KAHOT.OL^A24,2022-12-31,KAHOOT! AS ORD
PGS.OL^G24,2022-12-31,PGS ORD
YAR.OL,2022-12-31,YARA INTL ORD
NAS.OL,2022-12-31,NORWEGIAN AIR SHUTTLE ORD
VAR.OL,2022-12-31,VAR ENERGI ASA ORD
NOD.OL,2022-12-31,NORDIC VLSI ORD
EQNR.OL,2022-12-31,EQUINOR ORD
GOGL.OL^H25,2022-12-31,GOLDEN OCEAN GROUP LTD
TOM.OL,2022-12-31,TOMRA SYSTEMS ORD
KOG.OL,2022-12-31,KONGSBERG GRUPPEN ORD
STB.OL,2022-12-31,UNI STOREBRAND ORD
MOWI.OL,2022-12-31,MOWI ASA ORD
ORK.OL,2022-12-31,ORKLA ORD
DNB.OL,2022-12-31,DNB BANK ORD
SALM.OL,2023-12-31,SALMAR ORD
GJFG.OL,2023-12-31,GJENSIDIGE ORD
SUBC.OL,2023-12-31,SUBSEA ORD
NEL.OL,2023-12-31,NEL ASA
NHY.OL,2023-12-31,NORSK HYDRO ORD
FRO.OL,2023-12-31,FRONTLINE PLC ORD
TEL.OL,2023-12-31,TELENOR ORD
AKRBP.OL,2023-12-31,AKER BP ASA ORD
HAUTO.OL,2023-12-31,HOEGH AUTOLINERS ORD SHS
BORR.OL^A25,2023-12-31,BORR DRILLING LTD ORD
PGS.OL^G24,2023-12-31,PGS ORD
YAR.OL,2023-12-31,YARA INTL ORD
NAS.OL,2023-12-31,NORWEGIAN AIR SHUTTLE ORD
VAR.OL,2023-12-31,VAR ENERGI ASA ORD
NOD.OL,2023-12-31,NORDIC VLSI ORD
EQNR.OL,2023-12-31,EQUINOR ORD
GOGL.OL^H25,2023-12-31,GOLDEN OCEAN GROUP LTD
TGS.OL,2023-12-31,TGS ASA ORD
TOM.OL,2023-12-31,TOMRA SYSTEMS ORD
KOG.OL,2023-12-31,KONGSBERG GRUPPEN ORD
STB.OL,2023-12-31,UNI STOREBRAND ORD
MOWI.OL,2023-12-31,MOWI ASA ORD
ORK.OL,2023-12-31,ORKLA ORD
DNB.OL,2023-12-31,DNB BANK ORD
HAFNI.OL,2023-12-31,HAFNIA LTD ORD
SALM.OL,2024-12-31,SALMAR ORD
GJFG.OL,2024-12-31,GJENSIDIGE ORD
SUBC.OL,2024-12-31,SUBSEA ORD
NHY.OL,2024-12-31,NORSK HYDRO ORD
FRO.OL,2024-12-31,FRONTLINE PLC ORD
MPCC.OL,2024-12-31,MPC CONTAINER SHIPS AS ORD
TEL.OL,2024-12-31,TELENOR ORD
AKRBP.OL,2024-12-31,AKER BP ASA ORD
HAUTO.OL,2024-12-31,HOEGH AUTOLINERS ORD SHS
WAWI.OL,2024-12-31,WALLENIUS WILHELMSEN ASA ORD
YAR.OL,2024-12-31,YARA INTL ORD
NAS.OL,2024-12-31,NORWEGIAN AIR SHUTTLE ORD
VAR.OL,2024-12-31,VAR ENERGI ASA ORD
NOD.OL,2024-12-31,NORDIC VLSI ORD
EQNR.OL,2024-12-31,EQUINOR ORD
GOGL.OL^H25,2024-12-31,GOLDEN OCEAN GROUP LTD
TGS.OL,2024-12-31,TGS ASA ORD
TOM.OL,2024-12-31,TOMRA SYSTEMS ORD
KOG.OL,2024-12-31,KONGSBERG GRUPPEN ORD
STB.OL,2024-12-31,UNI STOREBRAND ORD
BWLPG.OL,2024-12-31,BW LPG ORD
MOWI.OL,2024-12-31,MOWI ASA ORD
ORK.OL,2024-12-31,ORKLA ORD
DNB.OL,2024-12-31,DNB BANK ORD
HAFNI.OL,2024-12-31,HAFNIA LTD ORD
ATCOa.ST,2019-12-31,ATLAS COPCO SR A ORD
SAND.ST,2019-12-31,SANDVIK ORD
ATCOb.ST,2019-12-31,ATLAS COPCO SR B ORD
AZN.ST,2019-12-31,ASTRAZENECA ORD
ESSITYb.ST,2019-12-31,ESSITY AKTIEBOLAG B ORD
ELUXb.ST,2019-12-31,ELECTROLUX ORD
ALFA.ST,2019-12-31,ALFA LAVAL ORD
SSABa.ST,2019-12-31,SSAB SWEDISH STAL SR A ORD
ASSAb.ST,2019-12-31,ASSA ABLOY ORD
INVEb.ST,2019-12-31,INVESTOR ORD
NDASE.ST,2019-12-31,NORDEA BANK ABP ORD
SKAb.ST,2019-12-31,SKANSKA ORD
SECUb.ST,2019-12-31,SECURITAS ORD
TEL2b.ST,2019-12-31,TELE2 ORD
BOL.ST,2019-12-31,BOLIDEN ORD
SWMA.ST^A23,2019-12-31,SWEDISH MATCH ORD
TELIA.ST,2019-12-31,TELIA CO AB ORD
ERICb.ST,2019-12-31,TELEFONAKTIEBOLAGET LM ERICSSON ORD
SEBa.ST,2019-12-31,SKANDINAVISKA ENSKILDAANKEN ORD
GETIb.ST,2019-12-31,GETINGE ORD
SKFb.ST,2019-12-31,SKF ORD
HMb.ST,2019-12-31,HENNES AND MAURITZ ORD
SCAb.ST,2019-12-31,SVENSKA CELLULOSA ORD
HEXAb.ST,2019-12-31,HEXAGON ORD
ALIVsdb.ST,2019-12-31,AUTOLIV SDR
SHBa.ST,2019-12-31,SVENSKA HANDELSBANKEN ORD
VOLVb.ST,2019-12-31,VOLVO CL B ORD
KINVb.ST,2019-12-31,KINNEVIK STK B ORD
ABB.ST,2019-12-31,ABB ORD
SWEDa.ST,2019-12-31,SWEDBANK ORD
ATCOa.ST,2022-12-31,ATLAS COPCO SR A ORD
SINCH.ST,2022-12-31,SINCH ORD
SAND.ST,2022-12-31,SANDVIK ORD
ATCOb.ST,2022-12-31,ATLAS COPCO SR B ORD
AZN.ST,2022-12-31,ASTRAZENECA ORD
ESSITYb.ST,2022-12-31,ESSITY AKTIEBOLAG B ORD
ELUXb.ST,2022-12-31,ELECTROLUX ORD
ALFA.ST,2022-12-31,ALFA LAVAL ORD
ASSAb.ST,2022-12-31,ASSA ABLOY ORD
INVEb.ST,2022-12-31,INVESTOR ORD
EVOG.ST,2022-12-31,EVOLUTION AB ORD
NDASE.ST,2022-12-31,NORDEA BANK ABP ORD
TEL2b.ST,2022-12-31,TELE2 ORD
BOL.ST,2022-12-31,BOLIDEN ORD
TELIA.ST,2022-12-31,TELIA CO AB ORD
ERICb.ST,2022-12-31,TELEFONAKTIEBOLAGET LM ERICSSON ORD
SEBa.ST,2022-12-31,SKANDINAVISKA ENSKILDAANKEN ORD
GETIb.ST,2022-12-31,GETINGE ORD
SKFb.ST,2022-12-31,SKF ORD
HMb.ST,2022-12-31,HENNES AND MAURITZ ORD
SBBb.ST,2022-12-31,SAMHALLSBYGGNADSBOLAGET I NORDEN AB
SCAb.ST,2022-12-31,SVENSKA CELLULOSA ORD
HEXAb.ST,2022-12-31,HEXAGON ORD
ALIVsdb.ST,2022-12-31,AUTOLIV SDR
SHBa.ST,2022-12-31,SVENSKA HANDELSBANKEN CLS A ORD
VOLVb.ST,2022-12-31,VOLVO CL B ORD
KINVb.ST,2022-12-31,KINNEVIK STK B ORD
ABB.ST,2022-12-31,ABB LTD ORD
SWEDa.ST,2022-12-31,SWEDBANK ORD
ATCOa.ST,2023-12-31,ATLAS COPCO SR A ORD
SINCH.ST,2023-12-31,SINCH ORD
SAND.ST,2023-12-31,SANDVIK ORD
ATCOb.ST,2023-12-31,ATLAS COPCO SR B ORD
AZN.ST,2023-12-31,ASTRAZENECA ORD
ESSITYb.ST,2023-12-31,ESSITY AKTIEBOLAG B ORD
ELUXb.ST,2023-12-31,ELECTROLUX ORD
NIBEb.ST,2023-12-31,NIBE INDUSTRIER ORD
ALFA.ST,2023-12-31,ALFA LAVAL ORD
ASSAb.ST,2023-12-31,ASSA ABLOY ORD
INVEb.ST,2023-12-31,INVESTOR ORD
EVOG.ST,2023-12-31,EVOLUTION AB ORD
NDASE.ST,2023-12-31,NORDEA BANK ABP ORD
TEL2b.ST,2023-12-31,TELE2 ORD
BOL.ST,2023-12-31,BOLIDEN ORD
TELIA.ST,2023-12-31,TELIA CO AB ORD
ERICb.ST,2023-12-31,TELEFONAKTIEBOLAGET LM ERICSSON ORD
SEBa.ST,2023-12-31,SKANDINAVISKA ENSKILDAANKEN ORD
GETIb.ST,2023-12-31,GETINGE ORD
SKFb.ST,2023-12-31,SKF ORD
HMb.ST,2023-12-31,HENNES AND MAURITZ ORD
SBBb.ST,2023-12-31,SAMHALLSBYGGNADSBOLAGET I NORDEN AB
SCAb.ST,2023-12-31,SVENSKA CELLULOSA ORD
HEXAb.ST,2023-12-31,HEXAGON ORD
ALIVsdb.ST,2023-12-31,AUTOLIV SDR
SHBa.ST,2023-12-31,SVENSKA HANDELSBANKEN CLS A ORD
VOLVb.ST,2023-12-31,VOLVO CL B ORD
KINVb.ST,2023-12-31,KINNEVIK STK B ORD
ABB.ST,2023-12-31,ABB LTD ORD
SWEDa.ST,2023-12-31,SWEDBANK ORD
ATCOa.ST,2024-12-31,ATLAS COPCO SR A ORD
SINCH.ST,2024-12-31,SINCH ORD
SAND.ST,2024-12-31,SANDVIK ORD
ATCOb.ST,2024-12-31,ATLAS COPCO SR B ORD
AZN.ST,2024-12-31,ASTRAZENECA ORD
ESSITYb.ST,2024-12-31,ESSITY AKTIEBOLAG B ORD
ELUXb.ST,2024-12-31,ELECTROLUX ORD
NIBEb.ST,2024-12-31,NIBE INDUSTRIER ORD
ALFA.ST,2024-12-31,ALFA LAVAL ORD
ASSAb.ST,2024-12-31,ASSA ABLOY ORD
INVEb.ST,2024-12-31,INVESTOR ORD
EVOG.ST,2024-12-31,EVOLUTION AB ORD
NDASE.ST,2024-12-31,NORDEA BANK ABP ORD
TEL2b.ST,2024-12-31,TELE2 ORD
BOL.ST,2024-12-31,BOLIDEN ORD
TELIA.ST,2024-12-31,TELIA CO AB ORD
ERICb.ST,2024-12-31,TELEFONAKTIEBOLAGET LM ERICSSON ORD
SEBa.ST,2024-12-31,SKANDINAVISKA ENSKILDAANKEN ORD
GETIb.ST,2024-12-31,GETINGE ORD
SKFb.ST,2024-12-31,SKF ORD
HMb.ST,2024-12-31,HENNES AND MAURITZ ORD
SBBb.ST,2024-12-31,SAMHALLSBYGGNADSBOLAGET I NORDEN AB
SCAb.ST,2024-12-31,SVENSKA CELLULOSA ORD
SAABb.ST,2024-12-31,SAAB ORD
HEXAb.ST,2024-12-31,HEXAGON ORD
SHBa.ST,2024-12-31,SVENSKA HANDELSBANKEN CLS A ORD
VOLVb.ST,2024-12-31,VOLVO CL B ORD
KINVb.ST,2024-12-31,KINNEVIK STK B ORD
ABB.ST,2024-12-31,ABB LTD ORD
SWEDa.ST,2024-12-31,SWEDBANK ORD
ATCOa.ST,2020-12-31,ATLAS COPCO SR A ORD
SAND.ST,2020-12-31,SANDVIK ORD
ATCOb.ST,2020-12-31,ATLAS COPCO SR B ORD
AZN.ST,2020-12-31,ASTRAZENECA ORD
ESSITYb.ST,2020-12-31,ESSITY AKTIEBOLAG B ORD
ELUXb.ST,2020-12-31,ELECTROLUX ORD
ALFA.ST,2020-12-31,ALFA LAVAL ORD
SSABa.ST,2020-12-31,SSAB SWEDISH STAL SR A ORD
ASSAb.ST,2020-12-31,ASSA ABLOY ORD
INVEb.ST,2020-12-31,INVESTOR ORD
NDASE.ST,2020-12-31,NORDEA BANK ABP ORD
SKAb.ST,2020-12-31,SKANSKA ORD
SECUb.ST,2020-12-31,SECURITAS ORD
TEL2b.ST,2020-12-31,TELE2 ORD
BOL.ST,2020-12-31,BOLIDEN ORD
SWMA.ST^A23,2020-12-31,SWEDISH MATCH ORD
TELIA.ST,2020-12-31,TELIA CO AB ORD
ERICb.ST,2020-12-31,TELEFONAKTIEBOLAGET LM ERICSSON ORD
SEBa.ST,2020-12-31,SKANDINAVISKA ENSKILDAANKEN ORD
GETIb.ST,2020-12-31,GETINGE ORD
SKFb.ST,2020-12-31,SKF ORD
HMb.ST,2020-12-31,HENNES AND MAURITZ ORD
SCAb.ST,2020-12-31,SVENSKA CELLULOSA ORD
HEXAb.ST,2020-12-31,HEXAGON ORD
ALIVsdb.ST,2020-12-31,AUTOLIV SDR
SHBa.ST,2020-12-31,SVENSKA HANDELSBANKEN ORD
VOLVb.ST,2020-12-31,VOLVO CL B ORD
KINVb.ST,2020-12-31,KINNEVIK STK B ORD
ABB.ST,2020-12-31,ABB ORD
SWEDa.ST,2020-12-31,SWEDBANK ORD
ATCOa.ST,2020-12-31,ATLAS COPCO SR A ORD
SINCH.ST,2020-12-31,SINCH ORD
SAND.ST,2020-12-31,SANDVIK ORD
ATCOb.ST,2020-12-31,ATLAS COPCO SR B ORD
AZN.ST,2020-12-31,ASTRAZENECA ORD
ESSITYb.ST,2020-12-31,ESSITY AKTIEBOLAG B ORD
ELUXb.ST,2020-12-31,ELECTROLUX ORD
ALFA.ST,2020-12-31,ALFA LAVAL ORD
ASSAb.ST,2020-12-31,ASSA ABLOY ORD
INVEb.ST,2020-12-31,INVESTOR ORD
EVOG.ST,2020-12-31,EVOLUTION AB ORD
NDASE.ST,2020-12-31,NORDEA BANK ABP ORD
SKAb.ST,2020-12-31,SKANSKA ORD
TEL2b.ST,2020-12-31,TELE2 ORD
BOL.ST,2020-12-31,BOLIDEN ORD
SWMA.ST^A23,2020-12-31,SWEDISH MATCH ORD
TELIA.ST,2020-12-31,TELIA CO AB ORD
ERICb.ST,2020-12-31,TELEFONAKTIEBOLAGET LM ERICSSON ORD
SEBa.ST,2020-12-31,SKANDINAVISKA ENSKILDAANKEN ORD
GETIb.ST,2020-12-31,GETINGE ORD
SKFb.ST,2020-12-31,SKF ORD
HMb.ST,2020-12-31,HENNES AND MAURITZ ORD
SCAb.ST,2020-12-31,SVENSKA CELLULOSA ORD
HEXAb.ST,2020-12-31,HEXAGON ORD
ALIVsdb.ST,2020-12-31,AUTOLIV SDR
SHBa.ST,2020-12-31,SVENSKA HANDELSBANKEN CLS A ORD
VOLVb.ST,2020-12-31,VOLVO CL B ORD
KINVb.ST,2020-12-31,KINNEVIK STK B ORD
ABB.ST,2020-12-31,ABB ORD
SWEDa.ST,2020-12-31,SWEDBANK ORD
